year,month,day,dep_time,sched_dep_time,arr_time,sched_arr_time,carrier,flight,tailnum,origin,dest,air_time,distance,name
2013,1,5,2002,1930,2253,2229,B6,39,N505JB,JFK,PBI,145,1028,JetBlue Airways
2013,1,5,2002,2005,2257,2257,UA,1708,N81449,EWR,MCO,154,937,United Air Lines Inc.
2013,1,5,2004,1955,2303,2310,AA,1709,N3FMAA,LGA,MIA,161,1096,American Airlines Inc.
2013,1,5,2005,1824,2237,2142,UA,1656,N16709,EWR,SNA,317,2434,United Air Lines Inc.
2013,1,5,2006,1959,2138,2144,MQ,4423,N853MQ,JFK,RDU,76,427,Envoy Air
2013,1,5,2008,2000,2330,2325,VX,415,N635VA,JFK,LAX,353,2475,Virgin America
2013,1,5,2011,2015,2116,2130,AA,1762,N3HLAA,JFK,BOS,32,187,American Airlines Inc.
2013,1,5,2011,2005,2310,2315,UA,386,N842UA,EWR,MIA,162,1085,United Air Lines Inc.
2013,1,5,2014,1855,50,2355,AA,1613,N5BRAA,JFK,SJU,191,1598,American Airlines Inc.
2013,1,5,2014,2015,2311,2321,B6,47,N307JB,JFK,FLL,156,1069,JetBlue Airways
2013,1,5,2016,1940,2308,2241,B6,381,N624JB,LGA,FLL,158,1076,JetBlue Airways
2013,1,5,2018,2029,2108,2139,9E,3609,N827AY,JFK,PHL,25,94,Endeavor Air Inc.
2013,1,5,2021,1929,2309,2239,UA,489,N401UA,EWR,SAN,331,2425,United Air Lines Inc.
2013,1,5,2022,2011,2329,2322,UA,1299,N77525,EWR,RSW,165,1068,United Air Lines Inc.
2013,1,5,2023,2029,2122,2139,EV,4695,N12922,EWR,MHT,38,209,ExpressJet Airlines Inc.
2013,1,5,2023,2030,2144,2155,FL,354,N998AT,LGA,CAK,67,397,AirTran Airways Corporation
2013,1,5,2025,2025,2359,2341,B6,1069,N274JB,JFK,AUS,255,1521,JetBlue Airways
2013,1,5,2025,2030,2302,2258,B6,115,N353JB,JFK,MSY,194,1182,JetBlue Airways
2013,1,5,2027,2029,2317,2330,UA,1,N79279,EWR,PBI,148,1023,United Air Lines Inc.
2013,1,5,2029,2029,2332,2328,UA,371,N426UA,EWR,TPA,160,997,United Air Lines Inc.
2013,1,5,2037,2035,2349,2342,B6,629,N249JB,JFK,HOU,238,1428,JetBlue Airways
2013,1,5,2038,2029,2339,2350,B6,165,N612JB,JFK,PDX,342,2454,JetBlue Airways
2013,1,5,2043,2045,2146,2214,9E,3395,N910XJ,JFK,DCA,44,213,Endeavor Air Inc.
2013,1,5,2044,1935,2245,2144,9E,3899,N8943A,JFK,CLE,88,425,Endeavor Air Inc.
2013,1,5,2045,2040,2342,2359,B6,677,N652JB,JFK,LAX,339,2475,JetBlue Airways
2013,1,5,2047,2045,4,2359,B6,147,N536JB,JFK,RSW,178,1074,JetBlue Airways
2013,1,5,2048,2040,2319,2314,B6,619,N281JB,JFK,JAX,130,828,JetBlue Airways
2013,1,5,2050,2055,2252,2250,MQ,4573,N711MQ,LGA,DTW,93,502,Envoy Air
2013,1,5,2052,2057,2308,2256,EV,4430,N14959,EWR,DTW,98,488,ExpressJet Airlines Inc.
2013,1,5,2054,2035,114,126,UA,1071,N73291,EWR,BQN,186,1585,United Air Lines Inc.
2013,1,5,2100,2100,2347,2343,B6,399,N569JB,LGA,MCO,145,950,JetBlue Airways
2013,1,5,2101,2100,2220,2229,UA,162,N45440,EWR,ORD,120,719,United Air Lines Inc.
2013,1,5,2104,1945,56,2329,B6,645,N565JB,JFK,SFO,364,2586,JetBlue Airways
2013,1,5,2115,2115,2356,2357,B6,529,N643JB,EWR,MCO,143,937,JetBlue Airways
2013,1,5,2116,2130,2400,18,B6,383,N644JB,LGA,FLL,151,1076,JetBlue Airways
2013,1,5,2118,2040,4,2323,B6,227,N304JB,EWR,MCO,147,937,JetBlue Airways
2013,1,5,2120,2125,2242,2240,MQ,4449,N839MQ,JFK,DCA,57,213,Envoy Air
2013,1,5,2121,2129,2225,2231,EV,4373,N15912,EWR,DCA,40,199,ExpressJet Airlines Inc.
2013,1,5,2127,2125,2225,2235,UA,1066,N37274,EWR,BOS,33,200,United Air Lines Inc.
2013,1,5,2129,2130,16,18,B6,199,N556JB,JFK,LAS,310,2248,JetBlue Airways
2013,1,5,2133,2120,2354,2351,B6,97,N784JB,JFK,DEN,233,1626,JetBlue Airways
2013,1,5,2133,2135,207,224,B6,701,N346JB,JFK,SJU,191,1598,JetBlue Airways
2013,1,5,2136,2138,2245,2257,EV,4305,N10575,EWR,ROC,46,246,ExpressJet Airlines Inc.
2013,1,5,2140,2145,2259,2311,B6,104,N183JB,JFK,BUF,61,301,JetBlue Airways
2013,1,5,2142,2145,41,39,B6,515,N323JB,EWR,FLL,158,1065,JetBlue Airways
2013,1,5,2143,2159,2257,2315,EV,4257,N13914,EWR,BTV,44,266,ExpressJet Airlines Inc.
2013,1,5,2146,2135,100,50,AA,185,N320AA,JFK,LAX,346,2475,American Airlines Inc.
2013,1,5,2153,2159,2253,2259,EV,4276,N15973,EWR,BWI,37,169,ExpressJet Airlines Inc.
2013,1,5,2157,2000,2333,2146,9E,3320,N912XJ,JFK,BUF,61,301,Endeavor Air Inc.
2013,1,5,2204,2155,2343,2337,B6,1109,N229JB,JFK,RDU,78,427,JetBlue Airways
2013,1,5,2207,2140,128,37,B6,21,N554JB,JFK,TPA,163,1005,JetBlue Airways
2013,1,5,2221,2220,113,112,B6,35,N585JB,JFK,PBI,151,1028,JetBlue Airways
2013,1,5,2239,2245,2345,2356,B6,608,N273JB,JFK,PWM,42,273,JetBlue Airways
2013,1,5,2251,2255,2339,2359,B6,1018,N294JB,JFK,BOS,35,187,JetBlue Airways
2013,1,5,2300,2229,352,315,B6,713,N506JB,JFK,SJU,194,1598,JetBlue Airways
2013,1,5,2307,2250,9,2359,B6,22,N526JB,JFK,SYR,45,209,JetBlue Airways
2013,1,5,2309,2255,30,15,B6,112,N821JB,JFK,BUF,61,301,JetBlue Airways
2013,1,5,2312,2245,19,2357,B6,128,N198JB,JFK,BTV,48,266,JetBlue Airways
2013,1,5,2319,2155,202,41,B6,43,N594JB,JFK,MCO,147,944,JetBlue Airways
2013,1,5,2348,2245,106,5,B6,30,N228JB,JFK,ROC,58,264,JetBlue Airways
2013,1,5,2355,2359,425,442,B6,707,N583JB,JFK,SJU,193,1598,JetBlue Airways
2013,1,5,2357,2359,432,437,B6,727,N649JB,JFK,BQN,195,1576,JetBlue Airways
2013,1,5,,1400,,1518,EV,5712,N827AS,JFK,IAD,,228,ExpressJet Airlines Inc.
2013,1,5,,840,,1001,9E,3422,,JFK,BOS,,187,Endeavor Air Inc.
2013,1,5,,1430,,1735,AA,883,N544AA,EWR,DFW,,1372,American Airlines Inc.
2013,1,6,16,2359,451,442,B6,707,N606JB,JFK,SJU,197,1598,JetBlue Airways
2013,1,6,458,500,718,650,US,1030,N539UW,EWR,CLT,88,529,US Airways Inc.
2013,1,6,526,525,827,819,UA,799,N802UA,EWR,IAH,221,1400,United Air Lines Inc.
2013,1,6,534,540,855,850,AA,1141,N612AA,JFK,MIA,170,1089,American Airlines Inc.
2013,1,6,555,559,930,930,UA,691,N512UA,JFK,SFO,352,2586,United Air Lines Inc.
2013,1,6,557,600,830,837,DL,461,N543US,LGA,ATL,125,762,Delta Air Lines Inc.
2013,1,6,557,600,855,851,B6,49,N633JB,JFK,PBI,153,1028,JetBlue Airways
2013,1,6,558,600,905,910,AA,707,N3GUAA,LGA,DFW,219,1389,American Airlines Inc.
2013,1,6,558,600,849,850,B6,343,N629JB,EWR,PBI,149,1023,JetBlue Airways
2013,1,6,558,600,910,901,B6,125,N587JB,JFK,FLL,166,1069,JetBlue Airways
2013,1,6,558,600,845,846,B6,79,N568JB,JFK,MCO,149,944,JetBlue Airways
2013,1,6,559,600,906,856,B6,71,N807JB,JFK,TPA,164,1005,JetBlue Airways
2013,1,6,601,600,944,858,B6,371,N706JB,LGA,FLL,175,1076,JetBlue Airways
2013,1,6,604,610,911,915,AA,1837,N3GAAA,LGA,MIA,162,1096,American Airlines Inc.
2013,1,6,605,600,733,716,EV,4201,N14179,EWR,IAD,42,212,ExpressJet Airlines Inc.
2013,1,6,605,600,837,815,FL,345,N947AT,LGA,ATL,134,762,AirTran Airways Corporation
2013,1,6,607,610,916,910,AA,1895,N5DCAA,EWR,MIA,156,1085,American Airlines Inc.
2013,1,6,607,600,908,927,UA,1737,N75429,EWR,LAX,333,2454,United Air Lines Inc.
2013,1,6,611,615,839,842,DL,575,N325NB,EWR,ATL,127,746,Delta Air Lines Inc.
2013,1,6,612,615,846,848,DL,2057,N397DA,JFK,ATL,126,760,Delta Air Lines Inc.
2013,1,6,614,620,816,835,EV,4292,N14902,EWR,CLT,102,529,ExpressJet Airlines Inc.
2013,1,6,615,615,1053,1100,B6,709,N618JB,JFK,SJU,196,1598,JetBlue Airways
2013,1,6,615,610,807,817,DL,1919,N326US,LGA,MSP,150,1020,Delta Air Lines Inc.
2013,1,6,617,615,826,817,US,819,N749US,JFK,CLT,95,541,US Airways Inc.
2013,1,6,622,630,810,833,US,1019,N445US,EWR,CLT,89,529,US Airways Inc.
2013,1,6,623,630,936,939,UA,772,N567UA,EWR,MIA,171,1085,United Air Lines Inc.
2013,1,6,624,610,941,921,B6,135,N603JB,JFK,RSW,179,1074,JetBlue Airways
2013,1,6,625,630,806,810,AA,303,N3DBAA,LGA,ORD,124,733,American Airlines Inc.
2013,1,6,626,630,1154,1140,AA,413,N3HBAA,JFK,SJU,197,1598,American Airlines Inc.
2013,1,6,627,630,947,1014,US,245,N807AW,EWR,PHX,299,2133,US Airways Inc.
2013,1,6,628,632,818,804,EV,4226,N17560,EWR,BNA,142,748,ExpressJet Airlines Inc.
2013,1,6,628,630,909,859,DL,2006,N324NB,LGA,MSY,194,1183,Delta Air Lines Inc.
2013,1,6,628,635,926,1000,UA,421,N811UA,EWR,SFO,340,2565,United Air Lines Inc.
2013,1,6,628,630,1002,1014,UA,470,N454UA,EWR,PHX,297,2133,United Air Lines Inc.
2013,1,6,629,545,1156,1022,B6,725,N661JB,JFK,BQN,202,1576,JetBlue Airways
2013,1,6,629,630,820,841,US,1575,N103US,LGA,CLT,94,544,US Airways Inc.
2013,1,6,633,625,936,939,UA,1662,N87507,LGA,IAH,219,1416,United Air Lines Inc.
2013,1,6,636,635,940,940,AA,711,N3ETAA,LGA,DFW,215,1389,American Airlines Inc.
2013,1,6,639,645,836,848,US,926,N769US,EWR,CLT,89,529,US Airways Inc.
2013,1,6,640,645,933,935,B6,389,N519JB,LGA,MCO,150,950,JetBlue Airways
2013,1,6,641,647,810,810,B6,102,N589JB,JFK,BUF,58,301,JetBlue Airways
2013,1,6,652,655,1025,1030,DL,1415,N679DA,JFK,SLC,296,1990,Delta Air Lines Inc.
2013,1,6,654,659,947,959,AA,1815,N5BVAA,JFK,MCO,149,944,American Airlines Inc.
2013,1,6,654,600,957,854,B6,507,N768JB,EWR,FLL,162,1065,JetBlue Airways
2013,1,6,654,655,1025,921,B6,117,N283JB,JFK,MSY,205,1182,JetBlue Airways
2013,1,6,654,700,940,952,DL,2285,N344NB,LGA,MCO,149,950,Delta Air Lines Inc.
2013,1,6,655,700,1012,1045,DL,1865,N712TW,JFK,SFO,353,2586,Delta Air Lines Inc.
2013,1,6,655,649,900,912,UA,541,N469UA,EWR,DEN,229,1605,United Air Lines Inc.
2013,1,6,656,700,1001,1014,B6,671,N804JB,JFK,LAX,337,2475,JetBlue Airways
2013,1,6,656,700,958,1025,VX,399,N626VA,JFK,LAX,338,2475,Virgin America
2013,1,6,657,700,1018,1007,B6,981,N534JB,JFK,FLL,163,1069,JetBlue Airways
2013,1,6,658,700,836,835,UA,297,N463UA,EWR,ORD,119,719,United Air Lines Inc.
2013,1,6,658,700,816,839,UA,550,N829UA,LGA,ORD,122,733,United Air Lines Inc.
2013,1,6,658,653,936,937,UA,1506,N47414,EWR,LAS,311,2227,United Air Lines Inc.
2013,1,6,659,655,1001,942,B6,203,N760JB,JFK,LAS,316,2248,JetBlue Airways
2013,1,6,700,615,1001,921,UA,532,N571UA,EWR,FLL,159,1065,United Air Lines Inc.
2013,1,6,701,630,906,857,UA,833,N595UA,LGA,DEN,229,1620,United Air Lines Inc.
2013,1,6,708,715,1057,1045,AA,443,N3CEAA,JFK,MIA,164,1089,American Airlines Inc.
2013,1,6,708,709,1013,1021,UA,1525,N71411,EWR,RSW,172,1068,United Air Lines Inc.
2013,1,6,709,700,1018,1015,AA,2279,N3BGAA,LGA,MIA,170,1096,American Airlines Inc.
2013,1,6,709,710,959,1003,UA,746,N541UA,EWR,MCO,148,937,United Air Lines Inc.
2013,1,6,711,715,1037,1035,AA,825,N3HNAA,JFK,FLL,169,1069,American Airlines Inc.
2013,1,6,716,720,858,926,DL,731,N357NB,LGA,DTW,88,502,Delta Air Lines Inc.
2013,1,6,719,715,1207,1206,B6,715,N504JB,JFK,SJU,198,1598,JetBlue Airways
2013,1,6,721,721,1023,1012,B6,987,N657JB,JFK,MCO,148,944,JetBlue Airways
2013,1,6,721,710,852,850,MQ,3737,N510MQ,EWR,ORD,118,719,Envoy Air
2013,1,6,722,725,1024,1030,AS,11,N568AS,EWR,SEA,341,2402,Alaska Airlines Inc.
2013,1,6,724,730,832,838,US,1153,N957UW,LGA,PHL,45,96,US Airways Inc.
2013,1,6,725,730,1042,1040,AA,715,N426AA,LGA,DFW,233,1389,American Airlines Inc.
2013,1,6,726,724,1040,1039,UA,1599,N77296,LGA,IAH,229,1416,United Air Lines Inc.
2013,1,6,726,720,1023,1018,UA,1627,N37427,EWR,PBI,152,1023,United Air Lines Inc.
2013,1,6,730,730,1053,1100,AA,33,N329AA,JFK,LAX,354,2475,American Airlines Inc.
2013,1,6,730,730,1053,1115,VX,11,N836VA,JFK,SFO,350,2586,Virgin America
2013,1,6,733,735,856,858,B6,20,N317JB,JFK,ROC,57,264,JetBlue Airways
2013,1,6,735,740,1056,1047,UA,646,N446UA,EWR,IAH,232,1400,United Air Lines Inc.
2013,1,6,737,740,1101,1105,DL,1889,N624AG,JFK,SEA,353,2422,Delta Air Lines Inc.
2013,1,6,737,740,1039,1040,UA,759,N437UA,EWR,TPA,162,997,United Air Lines Inc.
2013,1,6,739,745,927,930,AA,309,N540AA,LGA,ORD,128,733,American Airlines Inc.
2013,1,6,743,745,1119,1125,AA,59,N323AA,JFK,SFO,368,2586,American Airlines Inc.
2013,1,6,745,750,930,940,9E,3611,N8921B,JFK,PIT,74,340,Endeavor Air Inc.
2013,1,6,746,745,1224,1234,UA,1481,N77871,EWR,SJU,197,1608,United Air Lines Inc.
2013,1,6,746,630,1141,1018,US,27,N519UW,JFK,PHX,303,2153,US Airways Inc.
2013,1,6,748,755,1057,1110,AA,2267,N3FUAA,LGA,MIA,171,1096,American Airlines Inc.
2013,1,6,749,737,1113,1113,B6,643,N705JB,JFK,SFO,358,2586,JetBlue Airways
2013,1,6,752,736,850,850,B6,44,N641JB,JFK,SYR,44,209,JetBlue Airways
2013,1,6,753,753,937,1006,DL,2119,N342NB,LGA,MSP,147,1020,Delta Air Lines Inc.
2013,1,6,754,759,1007,956,EV,4584,N14907,EWR,MEM,170,946,ExpressJet Airlines Inc.
2013,1,6,754,759,949,959,US,1733,N170US,LGA,CLT,94,544,US Airways Inc.
2013,1,6,755,800,1119,1125,UA,397,N517UA,JFK,SFO,359,2586,United Air Lines Inc.
2013,1,6,757,800,1102,1054,B6,517,N635JB,EWR,MCO,156,937,JetBlue Airways
2013,1,6,757,800,1033,1040,DL,2047,N617DL,LGA,ATL,127,762,Delta Air Lines Inc.
2013,1,6,758,729,1116,1039,B6,1601,N510JB,LGA,RSW,181,1080,JetBlue Airways
2013,1,6,758,800,1110,1124,DL,2143,N335NW,JFK,MIA,167,1089,Delta Air Lines Inc.
2013,1,6,801,800,1108,1106,B6,3,N665JB,JFK,FLL,168,1069,JetBlue Airways
2013,1,6,802,745,1105,1036,B6,983,N559JB,LGA,TPA,167,1010,JetBlue Airways
2013,1,6,802,800,1119,1122,DL,1271,N912DE,JFK,FLL,166,1069,Delta Air Lines Inc.
2013,1,6,803,810,946,955,MQ,4406,N839MQ,JFK,RDU,78,427,Envoy Air
2013,1,6,804,800,1028,1030,WN,692,N208WN,LGA,DEN,233,1620,Southwest Airlines Co.
2013,1,6,804,800,1136,1140,WN,1558,N246LV,EWR,PHX,307,2133,Southwest Airlines Co.
2013,1,6,805,805,1023,1029,9E,3538,N904XJ,JFK,MSP,157,1029,Endeavor Air Inc.
2013,1,6,806,810,1256,1315,AA,655,N5FFAA,JFK,STT,199,1623,American Airlines Inc.
2013,1,6,807,810,914,925,AA,1838,N3HPAA,JFK,BOS,42,187,American Airlines Inc.
2013,1,6,807,807,1110,1117,UA,600,N416UA,EWR,PBI,158,1023,United Air Lines Inc.
2013,1,6,808,805,1015,1005,B6,219,N198JB,JFK,CLT,100,541,JetBlue Airways
2013,1,6,809,810,923,937,EV,4185,N27962,EWR,BOS,40,200,ExpressJet Airlines Inc.
2013,1,6,809,810,1044,1042,DL,269,N316NB,JFK,ATL,125,760,Delta Air Lines Inc.
2013,1,6,809,810,1109,1116,DL,1959,N926DL,JFK,MCO,149,944,Delta Air Lines Inc.
2013,1,6,809,815,1053,1118,DL,1429,N374DA,JFK,LAS,311,2248,Delta Air Lines Inc.
2013,1,6,811,810,947,1000,EV,4424,N13133,EWR,RDU,74,416,ExpressJet Airlines Inc.
2013,1,6,811,751,1021,1026,UA,1229,N16701,LGA,DEN,234,1620,United Air Lines Inc.
2013,1,6,812,815,951,958,9E,3521,N913XJ,JFK,ORD,126,740,Endeavor Air Inc.
2013,1,6,812,819,1102,1203,UA,665,N805UA,EWR,SFO,336,2565,United Air Lines Inc.
2013,1,6,813,810,1038,1044,FL,346,N267AT,LGA,ATL,127,762,AirTran Airways Corporation
2013,1,6,813,815,1015,1016,US,675,N656AW,EWR,CLT,96,529,US Airways Inc.
2013,1,6,814,805,917,919,B6,1172,N334JB,EWR,BOS,42,200,JetBlue Airways
2013,1,6,814,820,1140,1129,B6,181,N593JB,JFK,SAN,337,2446,JetBlue Airways
2013,1,6,814,815,1110,1120,UA,517,N457UA,EWR,MCO,146,937,United Air Lines Inc.
2013,1,6,815,817,1040,1058,DL,914,N371NW,LGA,DEN,231,1620,Delta Air Lines Inc.
2013,1,6,815,820,940,939,9E,4051,N8903A,JFK,BWI,41,184,Endeavor Air Inc.
2013,1,6,815,815,1123,1131,DL,1167,N304DQ,JFK,TPA,160,1005,Delta Air Lines Inc.
2013,1,6,816,821,921,947,EV,3259,N16976,EWR,PWM,45,284,ExpressJet Airlines Inc.
2013,1,6,816,749,1128,1054,B6,341,N708JB,JFK,SRQ,168,1041,JetBlue Airways
2013,1,6,819,825,935,945,MQ,4418,N835MQ,JFK,DCA,53,213,Envoy Air
2013,1,6,820,759,929,914,EV,4372,N13914,EWR,BTV,43,266,ExpressJet Airlines Inc.
2013,1,6,824,830,946,1015,AA,313,N569AA,LGA,ORD,121,733,American Airlines Inc.
2013,1,6,824,749,1000,927,UA,1162,N75428,EWR,ORD,122,719,United Air Lines Inc.
2013,1,6,825,830,1320,1335,DL,301,N3748Y,JFK,SJU,200,1598,Delta Air Lines Inc.
2013,1,6,825,825,1058,1024,US,487,N650AW,JFK,CLT,99,541,US Airways Inc.
2013,1,6,826,820,1314,1310,B6,717,N821JB,JFK,SJU,200,1598,JetBlue Airways
2013,1,6,826,829,1135,1142,UA,1072,N37422,EWR,FLL,164,1065,United Air Lines Inc.
2013,1,6,827,827,1122,1105,B6,611,N228JB,JFK,JAX,134,828,JetBlue Airways
2013,1,6,828,835,1133,1150,AA,717,N3DSAA,LGA,DFW,216,1389,American Airlines Inc.
2013,1,6,830,835,1055,1102,F9,835,N201FR,LGA,DEN,236,1620,Frontier Airlines Inc.
2013,1,6,830,830,1040,1023,9E,4220,N8883E,JFK,RDU,80,427,Endeavor Air Inc.
2013,1,6,832,830,1003,1012,B6,905,N298JB,JFK,ORD,125,740,JetBlue Airways
2013,1,6,832,835,1101,1105,MQ,4610,N0EGMQ,LGA,ATL,124,762,Envoy Air
2013,1,6,833,840,953,1003,9E,3422,N601LR,JFK,BOS,43,187,Endeavor Air Inc.
2013,1,6,835,840,1009,1030,MQ,4521,N736MQ,LGA,RDU,73,431,Envoy Air
2013,1,6,838,830,1159,1154,UA,112,N12116,JFK,LAX,332,2475,United Air Lines Inc.
2013,1,6,839,830,956,950,WN,1477,N760SW,EWR,MDW,112,711,Southwest Airlines Co.
2013,1,6,841,840,1151,1151,UA,1626,N33292,EWR,SAN,351,2425,United Air Lines Inc.
2013,1,6,842,845,1005,1015,9E,3405,N912XJ,JFK,DCA,49,213,Endeavor Air Inc.
2013,1,6,843,848,1053,1111,EV,4625,N12172,EWR,XNA,174,1131,ExpressJet Airlines Inc.
2013,1,6,844,847,1147,1200,UA,1202,N37255,EWR,MIA,167,1085,United Air Lines Inc.
2013,1,6,846,840,1013,1010,EV,4529,N15973,EWR,PIT,63,319,ExpressJet Airlines Inc.
2013,1,6,847,850,1041,1035,MQ,4558,N725MQ,LGA,CLE,82,419,Envoy Air
2013,1,6,848,855,1034,1102,EV,4913,N719EV,EWR,DTW,86,488,ExpressJet Airlines Inc.
2013,1,6,849,900,1044,1110,MQ,4478,N730MQ,LGA,DTW,89,502,Envoy Air
2013,1,6,849,847,1159,1206,UA,1110,N76502,LGA,IAH,235,1416,United Air Lines Inc.
2013,1,6,850,855,1047,1101,EV,4383,N24128,EWR,DTW,89,488,ExpressJet Airlines Inc.
2013,1,6,850,845,1402,1350,AA,1357,N5FMAA,JFK,SJU,206,1598,American Airlines Inc.
2013,1,6,852,845,1209,1145,B6,59,N284JB,JFK,TPA,166,1005,JetBlue Airways
2013,1,6,855,900,1144,1207,DL,1885,N990DL,LGA,MCO,147,950,Delta Air Lines Inc.
2013,1,6,856,859,1133,1142,UA,565,N578UA,EWR,LAS,306,2227,United Air Lines Inc.
2013,1,6,858,900,1210,1227,DL,120,N702TW,JFK,LAX,323,2475,Delta Air Lines Inc.
2013,1,6,858,900,1227,1225,VX,407,N632VA,JFK,LAX,348,2475,Virgin America
2013,1,6,859,900,1058,1130,UA,1643,N14121,EWR,DEN,222,1605,United Air Lines Inc.
2013,1,6,900,900,1102,1116,DL,181,N373NW,LGA,DTW,91,502,Delta Air Lines Inc.
2013,1,6,900,900,1133,1146,DL,1747,N609DL,LGA,ATL,124,762,Delta Air Lines Inc.
2013,1,6,901,855,1116,1104,9E,3353,N910XJ,JFK,DTW,95,509,Endeavor Air Inc.
2013,1,6,904,900,1228,1220,AA,647,N5EGAA,JFK,MIA,165,1089,American Airlines Inc.
2013,1,6,905,900,1234,1220,AA,1,N327AA,JFK,LAX,344,2475,American Airlines Inc.
2013,1,6,905,905,1236,1226,DL,2379,N317NB,LGA,FLL,186,1076,Delta Air Lines Inc.
2013,1,6,906,904,1313,1210,B6,17,N653JB,JFK,FLL,205,1069,JetBlue Airways
2013,1,6,907,910,1141,1147,EV,4140,N12922,EWR,ATL,133,746,ExpressJet Airlines Inc.
2013,1,6,907,910,1031,1027,B6,56,N273JB,JFK,BTV,48,266,JetBlue Airways
2013,1,6,907,908,1411,1409,UA,1519,N15710,EWR,STT,216,1634,United Air Lines Inc.
2013,1,6,908,900,1109,1048,UA,673,N855UA,EWR,ORD,117,719,United Air Lines Inc.
2013,1,6,912,915,1225,1211,B6,41,N613JB,JFK,MCO,157,944,JetBlue Airways
2013,1,6,913,914,1056,1108,EV,4178,N12136,EWR,STL,145,872,ExpressJet Airlines Inc.
2013,1,6,915,920,1218,1245,AA,721,N575AA,LGA,DFW,220,1389,American Airlines Inc.
2013,1,6,916,910,1053,1059,UA,1529,N73291,EWR,CLE,73,404,United Air Lines Inc.
2013,1,6,917,920,1217,1240,AA,1589,N4WRAA,EWR,DFW,219,1372,American Airlines Inc.
2013,1,6,917,919,1041,1030,B6,1004,N521JB,JFK,BOS,42,187,JetBlue Airways
2013,1,6,922,930,1241,1238,B6,375,N566JB,LGA,FLL,182,1076,JetBlue Airways
2013,1,6,923,920,1128,1125,MQ,4582,N515MQ,LGA,CLT,93,544,Envoy Air
2013,1,6,925,930,1100,1103,9E,3661,N8710A,JFK,ROC,56,264,Endeavor Air Inc.
2013,1,6,925,940,1240,1235,B6,361,N643JB,LGA,PBI,166,1035,JetBlue Airways
2013,1,6,925,925,1133,1150,WN,3494,N552WN,EWR,DEN,225,1605,Southwest Airlines Co.
2013,1,6,926,922,1237,1219,B6,57,N606JB,JFK,PBI,160,1028,JetBlue Airways
2013,1,6,926,810,1105,948,B6,1051,N229JB,JFK,PIT,72,340,JetBlue Airways
2013,1,6,928,925,1032,1040,EV,4636,N12967,EWR,DCA,44,199,ExpressJet Airlines Inc.
2013,1,6,929,845,1311,1205,B6,553,N588JB,EWR,RSW,159,1068,JetBlue Airways
2013,1,6,931,809,1118,1013,EV,4479,N16987,EWR,MYR,92,550,ExpressJet Airlines Inc.
2013,1,6,932,940,1235,1250,AA,1871,N3GNAA,LGA,MIA,163,1096,American Airlines Inc.
2013,1,6,934,930,1230,1225,VX,251,N839VA,JFK,LAS,323,2248,Virgin America
2013,1,6,935,905,1300,1229,B6,1061,N281JB,JFK,AUS,239,1521,JetBlue Airways
2013,1,6,937,937,1102,1102,B6,4,N649JB,JFK,BUF,60,301,JetBlue Airways
2013,1,6,937,857,1238,1207,UA,1548,N14731,EWR,IAH,222,1400,United Air Lines Inc.
2013,1,6,943,700,1227,932,EV,4304,N11106,EWR,MSY,200,1167,ExpressJet Airlines Inc.
2013,1,6,943,945,1102,1135,WN,469,N236WN,LGA,BNA,125,764,Southwest Airlines Co.
2013,1,6,946,955,1052,1100,9E,3667,N8577D,JFK,PHL,28,94,Endeavor Air Inc.
2013,1,6,951,945,1122,1130,AA,319,N566AA,LGA,ORD,122,733,American Airlines Inc.
2013,1,6,954,945,1259,1258,B6,679,N583JB,JFK,LAX,343,2475,JetBlue Airways
2013,1,6,954,955,1233,1220,MQ,4654,N544MQ,LGA,ATL,128,762,Envoy Air
2013,1,6,954,1000,1308,1325,US,75,N804AW,EWR,PHX,298,2133,US Airways Inc.
2013,1,6,955,1000,1331,1310,B6,503,N644JB,EWR,FLL,189,1065,JetBlue Airways
2013,1,6,955,1000,1250,1239,DL,1847,N664DN,LGA,ATL,129,762,Delta Air Lines Inc.
2013,1,6,956,1000,1143,1206,US,1103,N193UW,LGA,CLT,91,544,US Airways Inc.
2013,1,6,957,1000,1215,1251,UA,1177,N13718,EWR,EGE,242,1726,United Air Lines Inc.
2013,1,6,958,1000,1244,1255,DL,1529,N618DL,JFK,LAS,310,2248,Delta Air Lines Inc.
2013,1,6,958,1005,1320,1315,UA,789,N430UA,EWR,FLL,188,1065,United Air Lines Inc.
2013,1,6,959,1000,1318,1321,DL,2044,N909DL,LGA,MIA,165,1096,Delta Air Lines Inc.
2013,1,6,1000,1000,1325,1341,DL,1765,N727TW,JFK,SFO,347,2586,Delta Air Lines Inc.
2013,1,6,1000,959,1322,1329,US,196,N546UW,JFK,PHX,294,2153,US Airways Inc.
2013,1,6,1001,953,1111,1110,B6,600,N348JB,JFK,PWM,47,273,JetBlue Airways
2013,1,6,1002,1000,1118,1125,EV,5736,N909EV,LGA,IAD,51,229,ExpressJet Airlines Inc.
2013,1,6,1003,1006,1117,1121,EV,5711,N833AS,JFK,IAD,47,228,ExpressJet Airlines Inc.
2013,1,6,1005,1000,1301,1321,UA,499,N438UA,EWR,SEA,340,2402,United Air Lines Inc.
2013,1,6,1010,1010,1132,1140,MQ,3795,N527MQ,EWR,ORD,117,719,Envoy Air
2013,1,6,1011,1006,1222,1219,EV,4175,N15912,EWR,IND,114,645,ExpressJet Airlines Inc.
